804,869,843,872,842,872,840,869,843,872,844,872,843,870,839,868,837,864,832,874,845,872,842,869,838,871,843,873,843,870,838,865,835,870,842,871,845,880,839,,,,,,,,,,,,,,,,,,
801,867,842,872,840,870,839,868,842,871,843,871,842,870,839,868,836,864,831,875,845,871,842,869,838,872,842,873,842,871,839,866,836,870,843,872,847,883,845,,,,,,,,,,,,,,,,,,
798,865,840,870,838,868,837,866,840,869,841,868,839,867,837,866,834,860,829,874,847,872,842,868,837,870,842,872,841,870,837,866,835,870,844,872,864,887,860,,,,,,,,,,,,,,,,,,
796,863,839,869,837,867,836,865,839,869,841,869,840,867,837,866,835,861,829,876,845,873,842,870,839,872,843,874,844,871,839,866,836,871,845,873,853,889,876,,,,,,,,,,,,,,,,,,
708,865,835,865,834,864,833,863,836,866,838,865,836,864,833,863,833,859,828,875,845,870,840,867,837,871,843,873,843,871,839,869,837,872,845,876,853,896,848,,,,,,,,,,,,,,,,,,
212,784,831,866,835,866,835,865,839,869,841,869,838,866,836,866,835,862,830,894,861,886,856,883,850,884,855,886,854,883,850,879,849,885,865,897,923,945,679,,,,,,,,,,,,,,,,,,
#,fullraw_cap_min_$18x39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,351,372,386,372,385,371,384,372,385,374,385,373,386,373,389,379,397,400,375,361,373,360,372,358,372,360,373,360,372,358,371,357,371,358,370,358,349,70,,,,,,,,,,,,,,,,,,
311,379,366,378,365,378,364,377,366,378,367,380,367,379,373,380,368,390,372,375,361,372,360,371,358,371,359,373,360,372,358,370,356,370,359,371,359,375,352,,,,,,,,,,,,,,,,,,
348,376,365,378,363,377,362,375,364,377,365,377,364,377,364,377,365,383,365,375,361,372,359,370,357,371,359,372,359,372,358,370,356,370,359,370,359,374,357,,,,,,,,,,,,,,,,,,
349,378,366,378,364,377,363,376,365,378,366,378,365,378,365,377,365,388,364,375,362,373,360,372,358,372,360,374,361,372,359,371,357,371,359,371,360,375,356,,,,,,,,,,,,,,,,,,
348,376,365,378,363,376,363,376,364,377,366,378,365,377,363,376,363,384,362,375,362,373,360,371,358,372,360,373,360,372,358,370,357,371,359,371,360,375,354,,,,,,,,,,,,,,,,,,
350,377,366,378,364,378,364,377,365,378,366,378,365,377,364,376,363,386,362,377,363,374,361,372,359,373,361,374,361,373,359,372,358,372,360,372,361,376,357,,,,,,,,,,,,,,,,,,
348,377,365,378,364,377,363,375,364,377,365,377,365,376,363,376,363,374,361,377,363,374,361,372,359,373,361,374,361,373,360,371,358,372,361,372,361,376,359,,,,,,,,,,,,,,,,,,
350,380,365,377,363,375,362,375,364,376,364,376,364,376,362,375,362,373,360,376,363,373,361,372,358,372,360,373,360,372,358,370,357,371,359,371,360,375,359,,,,,,,,,,,,,,,,,,
340,306,369,376,362,375,362,374,363,375,363,376,363,375,362,374,361,373,359,376,363,373,360,372,358,372,360,373,359,371,358,371,357,371,359,371,360,375,362,,,,,,,,,,,,,,,,,,
342,307,368,375,362,374,361,374,362,375,363,375,363,375,361,373,360,372,359,376,363,374,361,372,359,372,360,373,360,372,358,371,358,372,361,372,361,376,373,,,,,,,,,,,,,,,,,,
347,377,362,374,360,373,360,372,361,374,362,374,362,374,360,372,359,371,357,375,362,373,361,371,358,372,360,373,359,372,358,370,357,372,360,372,361,375,369,,,,,,,,,,,,,,,,,,
345,373,362,374,360,373,360,372,361,374,362,374,362,374,360,372,359,371,357,375,362,373,360,372,359,373,361,374,360,372,358,370,358,372,361,372,361,377,367,,,,,,,,,,,,,,,,,,
344,372,361,374,360,374,360,372,361,373,361,373,361,373,359,372,358,370,356,374,362,373,361,372,359,373,361,374,361,372,359,371,358,373,361,373,362,377,359,,,,,,,,,,,,,,,,,,
343,371,360,373,360,373,359,372,360,373,361,373,361,372,359,372,358,370,356,375,362,373,361,372,359,373,361,374,361,373,359,371,358,373,361,373,363,378,362,,,,,,,,,,,,,,,,,,
342,370,360,373,359,372,358,371,360,372,360,372,359,371,358,371,357,368,355,374,363,373,361,372,358,373,361,374,360,372,359,371,358,373,361,374,370,380,368,,,,,,,,,,,,,,,,,,
341,370,359,372,358,371,358,370,359,372,360,372,360,371,358,371,357,369,355,375,362,374,361,372,359,373,361,374,361,373,359,371,358,373,362,374,365,381,375,,,,,,,,,,,,,,,,,,
303,370,357,370,357,370,357,369,358,371,359,370,358,370,357,370,357,368,354,375,362,373,360,371,359,373,361,374,361,373,359,372,358,373,362,375,365,384,363,,,,,,,,,,,,,,,,,,
32,336,356,371,357,371,357,371,359,372,360,372,359,371,358,371,358,369,356,383,369,379,366,378,364,378,366,380,366,378,364,377,364,379,370,384,395,405,103,,,,,,,,,,,,,,,,,,
#,delta_noise_max_$18x39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
#,delta_noise_min_$18x39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,
#,hybridraw_cap_max_$1x57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335822,333016,330067,329341,321131,322329,316923,320643,315009,313129,309441,312509,306707,309097,306298,306998,305698,307952,306610,301983,297962,297131,293948,291703,289877,289208,285236,286588,282971,282500,280784,285308,281300,282517,279261,282582,280125,274775,270782,460859,487631,491228,491772,492152,492201,491205,489502,489381,471933,471059,471826,472354,473283,473566,472867,468146,440185
#,hybridraw_cap_min_$1x57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143923,142721,141457,141146,137627,138141,135824,137418,135004,134198,132617,133932,131446,132470,131270,131570,131013,131979,131404,129421,127698,127341,125977,125015,124233,123946,122244,122823,121273,121071,120336,122275,120557,121078,119683,121106,120053,117760,116049,197511,208984,210526,210759,210922,210943,210516,209786,209734,202257,201882,202211,202437,202835,202956,202657,200634,188650
#,raw_cap_max_$18x39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,814,862,892,865,893,863,887,864,894,864,891,864,900,868,901,879,922,925,868,829,859,828,860,828,856,831,863,826,861,826,855,823,856,828,860,829,804,461,,,,,,,,,,,,,,,,,,
718,878,848,875,849,878,848,872,850,880,849,879,851,886,868,882,856,907,863,869,830,859,829,860,829,856,831,863,826,861,827,855,824,857,830,862,833,865,814,,,,,,,,,,,,,,,,,,
799,869,843,870,843,873,842,865,843,874,843,871,843,878,845,874,847,890,844,865,827,856,825,857,825,853,828,860,823,859,824,851,820,854,827,859,830,860,822,,,,,,,,,,,,,,,,,,
804,874,847,873,847,875,846,869,847,877,846,874,847,880,849,875,848,902,844,869,831,859,828,861,829,857,832,864,827,862,827,855,823,857,830,862,833,864,822,,,,,,,,,,,,,,,,,,
800,870,844,871,844,873,844,869,845,876,845,873,844,879,844,872,843,892,837,868,829,858,827,859,827,855,831,862,826,861,826,854,823,857,829,862,832,863,815,,,,,,,,,,,,,,,,,,
801,870,844,871,845,874,845,868,845,875,844,872,844,878,844,871,842,894,836,870,832,860,829,860,829,857,832,863,826,861,827,856,825,858,831,863,834,864,821,,,,,,,,,,,,,,,,,,
804,872,846,873,846,875,846,869,847,877,846,873,846,879,846,872,844,871,837,872,835,862,831,863,831,859,834,865,829,864,830,857,826,860,833,864,835,865,827,,,,,,,,,,,,,,,,,,
809,879,845,870,844,872,844,866,845,875,843,872,844,877,842,870,841,869,834,871,833,861,830,861,830,857,832,863,826,861,827,856,825,857,831,863,833,864,829,,,,,,,,,,,,,,,,,,
783,712,853,868,843,871,842,865,844,873,841,870,842,876,841,868,840,867,833,870,832,861,830,861,828,856,831,862,825,860,826,855,824,857,831,863,833,864,835,,,,,,,,,,,,,,,,,,
786,711,850,864,839,867,839,862,839,870,839,867,840,873,838,865,836,864,829,868,831,860,829,860,830,856,831,862,825,860,826,854,824,858,832,864,835,866,860,,,,,,,,,,,,,,,,,,
800,875,841,865,841,869,840,863,841,871,840,867,841,873,839,866,837,865,830,869,833,861,832,862,831,858,833,864,828,863,828,857,827,860,834,866,837,867,853,,,,,,,,,,,,,,,,,,
796,864,837,864,839,867,839,862,840,869,838,866,839,872,838,864,836,862,828,869,831,861,830,863,831,859,836,865,827,862,827,856,826,860,834,866,837,868,847,,,,,,,,,,,,,,,,,,
790,860,834,862,837,866,836,860,837,867,835,863,836,869,835,862,833,860,824,866,829,860,829,861,830,858,833,864,828,861,827,855,825,860,833,866,837,868,827,,,,,,,,,,,,,,,,,,
793,862,836,864,839,867,839,861,839,869,837,865,838,871,838,864,835,862,827,869,832,862,832,864,832,861,835,867,829,865,830,857,827,862,836,869,841,872,836,,,,,,,,,,,,,,,,,,
792,860,836,863,837,866,837,860,837,868,836,863,836,869,835,863,833,860,825,870,834,863,832,864,832,861,836,866,829,864,829,857,828,862,837,870,858,877,851,,,,,,,,,,,,,,,,,,
786,855,830,858,833,862,833,856,834,864,832,860,833,866,833,860,831,857,822,867,830,861,829,861,831,860,834,865,828,863,828,855,826,861,835,869,844,877,865,,,,,,,,,,,,,,,,,,
696,856,827,854,830,859,830,854,832,862,830,857,829,863,830,857,829,855,820,867,829,858,828,860,830,859,833,865,828,863,828,858,827,861,836,872,845,884,837,,,,,,,,,,,,,,,,,,
208,778,824,857,832,862,833,857,835,866,834,862,833,867,833,861,832,860,824,887,847,875,843,876,843,872,847,878,840,876,841,869,840,876,856,893,914,932,675,,,,,,,,,,,,,,,,,,
#,raw_cap_min_$18x39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,348,369,382,370,383,370,380,370,383,370,382,370,386,372,386,377,395,396,372,355,368,355,368,355,367,356,369,354,369,354,366,352,366,355,368,355,344,70,,,,,,,,,,,,,,,,,,
307,376,363,375,363,376,363,373,364,377,364,377,364,379,372,378,367,388,369,372,355,368,355,368,355,367,356,370,354,369,354,366,353,367,355,369,357,371,348,,,,,,,,,,,,,,,,,,
342,372,361,373,361,374,361,370,361,374,361,373,361,376,362,374,363,381,361,371,354,367,353,367,353,365,355,368,353,368,353,365,351,366,354,368,355,368,352,,,,,,,,,,,,,,,,,,
344,374,363,374,363,375,362,372,363,376,362,374,363,377,363,375,363,386,361,372,356,368,355,369,355,367,356,370,354,369,354,366,353,367,355,369,357,370,352,,,,,,,,,,,,,,,,,,
343,373,361,373,362,374,361,372,362,375,362,374,362,377,362,373,361,382,358,372,355,367,354,368,354,366,356,369,354,369,354,366,352,367,355,369,356,369,349,,,,,,,,,,,,,,,,,,
343,372,361,373,362,374,362,372,362,375,362,373,361,376,361,373,361,383,358,373,356,368,355,368,355,367,356,370,354,369,354,367,353,367,356,370,357,370,352,,,,,,,,,,,,,,,,,,
344,373,362,374,362,375,362,372,363,376,362,374,362,377,362,374,361,373,358,373,357,369,356,369,356,368,357,371,355,370,355,367,354,368,357,370,358,371,354,,,,,,,,,,,,,,,,,,
346,376,362,372,362,374,361,371,362,375,361,373,362,376,361,372,360,372,357,373,357,369,356,369,355,367,356,369,354,369,354,366,353,367,356,370,357,370,355,,,,,,,,,,,,,,,,,,
335,305,365,372,361,373,361,370,362,374,360,372,361,375,360,372,360,371,357,372,356,369,355,369,355,367,356,369,353,368,354,366,353,367,356,370,357,370,358,,,,,,,,,,,,,,,,,,
336,304,364,370,359,371,359,369,359,372,359,371,360,374,359,370,358,370,355,372,356,368,355,368,355,367,356,369,353,368,354,366,353,368,356,370,357,371,368,,,,,,,,,,,,,,,,,,
342,375,360,371,360,372,360,370,360,373,360,371,360,374,359,371,358,370,355,372,357,369,356,369,356,367,357,370,354,369,355,367,354,368,357,371,358,371,365,,,,,,,,,,,,,,,,,,
341,370,359,370,359,371,359,369,360,372,359,371,359,374,359,370,358,369,354,372,356,369,355,369,356,368,358,370,354,369,354,366,354,368,357,371,359,372,363,,,,,,,,,,,,,,,,,,
338,368,357,369,359,371,358,368,359,371,357,370,358,372,358,369,357,368,353,371,355,368,355,369,355,367,357,370,355,369,354,366,353,368,357,371,358,372,354,,,,,,,,,,,,,,,,,,
340,369,358,370,359,371,359,369,359,372,359,370,359,373,359,370,358,369,354,372,356,369,356,370,356,369,357,371,355,370,355,367,354,369,358,372,360,373,358,,,,,,,,,,,,,,,,,,
339,368,358,370,359,371,358,368,359,372,358,369,358,372,358,369,357,368,353,372,357,370,356,370,356,369,358,371,355,370,355,367,354,369,358,373,368,376,364,,,,,,,,,,,,,,,,,,
337,366,356,368,357,369,357,366,357,370,356,368,357,371,357,368,356,367,352,371,355,369,355,369,356,368,357,371,355,370,355,366,354,369,358,372,362,375,371,,,,,,,,,,,,,,,,,,
298,367,354,366,355,368,356,366,356,369,355,367,355,370,355,367,355,366,351,371,355,367,354,368,355,368,357,370,354,369,355,367,354,369,358,373,362,379,358,,,,,,,,,,,,,,,,,,
31,333,353,367,356,369,357,367,357,371,357,369,357,371,357,369,356,368,353,380,363,375,361,375,361,373,363,376,360,375,360,372,360,375,367,383,391,399,102,,,,,,,,,,,,,,,,,,
#,trexshort_custom_max_$1x57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800
#,trexshort_custom_min_$1x57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#,hybridabs_diff_cbc_max_$1x57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000
#,hybridabs_diff_cbc_min_$1x57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
#,hybridabs_nosie_max_$1x57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
#,hybridabs_nosie_min_$1x57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
